customer_id,customer_type,title,first_name,middle_name,last_name,business_name,trading_name,date_of_birth,gender,ird_number,nzbn,email,mobile_phone,landline_phone,street_address,suburb,city,postcode,country,occupation,employer_name,annual_income_nzd,customer_since,kyc_status,aml_risk_rating,pep_flag,num_accounts,products_held,total_deposits_nzd,total_lending_nzd,credit_score,preferred_branch,online_banking_active,marketing_opt_in,customer_status
HB-10790,Individual,Dr,Tane,Michael,MacLeod,,,1987-05-21,M,113-386-279,,,029 454 8199,,"Unit 4, 22 Victoria Road",Mornington,Dunedin,9011,NZ,Accountant,Southern Cross Freight Ltd,18000,2020-01-12,Verified,Low,Y,5,Savings,8856.37,12000,697,Dunedin Central,N,N,Active
HB-11334,Business,,,,,Northcote Bakery Limited,,,,130-727-715,9429935327694,accounts@northcotebakery.co.nz,,07 294 4440,71 Marine Drive,Otumoetai,Tauranga,3110,NZ,,,25000000,1995-01-28,Verified,Low,N,4,Business Credit Card;Business Savings;Merchant Services;Term Deposit,40831.98,50000,,Tauranga Business Centre,Y,Y,Active
HB-11179,Business,,,,,Pacific Steel Fabricators Limited,PSF Steel,,,114-107-770,9429239551290,accounts@pacificsteelfabric.co.nz,027 115 8523,03 546 4410,50 Kowhai Terrace,Mornington,Dunedin,9011,NZ,,,1200000,2000-12-27,Verified,Medium,N,4,Business Savings;Equipment Finance;Overdraft;Term Deposit,8789.04,0,,Dunedin Business Centre,Y,Y,Active
HB-10636,Individual,Mrs,Zoe,,Nguyen,,,1992-07-22,F,120-690-351,,,021 489 6120,09 796 1789,52 Victoria Street,Papatoetoe,Auckland,2025,NZ,Electrician,,160000,2025-09-04,Verified,Low,N,3,KiwiSaver;Personal Loan;Savings,19368.69,0,893,Auckland Central,Y,Y,Active
HB-11197,Business,,,,,Greenway Landscaping Limited,,,,115-721-538,9429537566116,accounts@greenwaylandscapin.co.nz,,07 423 9899,15 Park Road,Frankton,Hamilton,3204,NZ,,,3500000,1996-06-21,Verified,Medium,N,1,Business Credit Card;Business Everyday,978509.52,1200000,,Hamilton Business Centre,Y,Y,Active
HB-10769,Individual,Dr,Jun,,Tuilagi,,,1973-12-14,M,137-762-876,,jun.tuilagi@xtra.co.nz,027 396 9368,03 551 5491,223 Totara Street,Halswell,Christchurch,8025,NZ,Nurse,Self,35000,2015-01-11,Verified,Medium,N,2,Everyday;KiwiSaver;Savings,4800.12,0,505,Christchurch Central,N,N,Active
HB-10192,Individual,Dr,Isla,Paul,Patel,,,1944-05-12,F,133-560-644,,isla.patel@xtra.co.nz,027 186 8717,,49 Kauri Place,Halswell,Christchurch,8025,NZ,Retail Assistant,Spark,85000,2023-04-10,Verified,Low,N,5,Everyday;KiwiSaver;Personal Loan;Savings,1554.87,0,912,Christchurch Central,Y,Y,Active
HB-10057,Individual,Mr,Joshua,,MacLeod,,,1952-09-23,M,111-535-710,,joshua.macleod@xtra.co.nz,022 350 0324,03 213 7956,"Unit 11, 10 Church Crescent",Papanui,Christchurch,8053,NZ,Public Servant,Countdown,18000,2015-06-30,Verified,Medium,Y,4,Personal Loan;Term Deposit,5549.4,12000,575,Christchurch Central,Y,Y,Active
HB-11046,Individual,Miss,Charlotte,Paul,Clarke,,,1979-07-27,F,119-514-599,,charlotte.clarke@xtra.co.nz,022 272 5487,,63 Clyde Crescent,Johnsonville,Wellington,6037,NZ,Public Servant,Te Whatu Ora,240000,2025-08-13,Verified,Low,N,1,Term Deposit,65799.88,0,747,Wellington Central,Y,Y,Active
HB-10157,Individual,Dr,Isla,,Sharma,,,1995-01-13,F,108-311-879,,isla.sharma@gmail.com,027 199 0134,09 520 5883,119 Nikau Street,Onehunga,Auckland,1061,NZ,Software Developer,,0,2002-05-09,Expired,High,N,5,Everyday;KiwiSaver,4705.34,3500,867,Auckland Central,Y,N,Active
HB-10996,Individual,Miss,Charlotte,Louise,Tuhiwai,,,1979-04-03,F,117-745-489,,charlotte.tuhiwai@outlook.com,021 706 8019,,"Unit 3, 87 Hill Crescent",Chartwell,Hamilton,3210,NZ,Retail Assistant,Te Whatu Ora,18000,2020-10-31,Verified,Medium,N,1,Everyday;KiwiSaver;Term Deposit,66350.81,3500,751,Hamilton Central,Y,N,Active
HB-10012,Individual,Dr,Grace,,Tuilagi,,,1943-01-22,F,123-362-096,,grace.tuilagi@xtra.co.nz,022 982 2941,07 759 5504,129 Rata Drive,Papamoa,Tauranga,3118,NZ,Public Servant,Ministry of Education,240000,2001-10-09,Verified,Low,N,2,Savings,6490.17,0,745,Tauranga Central,Y,N,Active
HB-10760,Individual,Dr,Oliver,,Tuilagi,,,1966-08-15,M,114-729-362,,oliver.tuilagi@xtra.co.nz,022 259 3675,03 212 4074,80 Pohutukawa Street,Papanui,Christchurch,8053,NZ,Unemployed,Harbourview Aged Care Ltd,52000,2006-08-01,Verified,Low,N,5,KiwiSaver;Savings,61060.78,12000,386,Christchurch Central,Y,N,Dormant
HB-10246,Individual,Mr,Samuel,Marie,Li,,,1987-06-09,M,122-340-683,,,021 980 4966,03 898 4246,"Unit 7, 133 Totara Road",Merivale,Christchurch,8014,NZ,Student,Countdown,18000,2022-07-14,Verified,Low,N,5,Credit Card;Home Loan;KiwiSaver;Savings;Term Deposit,33643.27,556564.01,377,Christchurch Central,Y,N,Active
HB-10117,Individual,Dr,Losa,Louise,Kim,,,1995-11-14,F,133-892-401,,losa.kim@gmail.com,021 531 2811,,130 Kowhai Street,Otumoetai,Tauranga,3110,NZ,Software Developer,Fonterra,52000,2013-10-01,Verified,Low,N,3,Credit Card;Savings;Term Deposit,45031.26,0,885,Tauranga Central,N,N,Dormant
HB-10478,Individual,Mr,Callum,,Murray,,,1990-12-11,M,132-323-451,,,029 141 0678,04 313 1949,78 Seaview Avenue,Karori,Wellington,6012,NZ,Chef,Kendrix Engineering Ltd,18000,2023-07-17,Verified,High,N,2,Home Loan;KiwiSaver;Term Deposit,65422.95,805918.43,543,Wellington Central,Y,N,Active
HB-10606,Individual,Mrs,Isla,,Li,,,1962-08-29,F,134-164-853,,isla.li@outlook.com,022 247 8824,,"Unit 5, 85 Seaview Road",Mornington,Dunedin,9011,NZ,Self-employed,Te Whatu Ora,110000,2022-11-14,Verified,Low,N,5,Credit Card;Everyday;KiwiSaver;Term Deposit,78914.93,0,780,Dunedin Central,Y,N,Active
HB-10637,Individual,Dr,Mateo,,Anderson,,,1978-03-04,M,105-397-681,,mateo.anderson@outlook.com,021 722 6025,,7 Tui Terrace,Karori,Wellington,6012,NZ,Farmer,Spark,68000,2019-12-23,Verified,Low,N,1,Credit Card;Savings;Term Deposit,472620.13,0,689,Wellington Central,N,N,Active
HB-10163,Individual,Dr,Thomas,Marie,Pohatu,,,1976-02-27,M,100-576-386,,thomas.pohatu@gmail.com,029 773 2654,,"Unit 6, 214 Beach Street",Otumoetai,Tauranga,3110,NZ,Retired,Fonterra,18000,1995-05-27,Verified,Low,N,4,KiwiSaver,7067.94,0,541,Tauranga Central,Y,Y,Active
HB-10923,Individual,Mr,Arjun,Ann,Fitzgerald,,,1973-01-12,M,124-601-755,,,022 819 2189,07 309 4200,17 Marine Avenue,Chartwell,Hamilton,3210,NZ,Farmer,Fletcher Building,110000,2003-11-22,Pending,Low,Y,4,KiwiSaver;Personal Loan;Savings;Term Deposit,6516.38,0,731,Hamilton Central,Y,N,Active
HB-10415,Individual,Mr,Tane,James,Tuhiwai,,,1989-12-20,M,102-201-119,,tane.tuhiwai@outlook.com,021 747 5952,04 944 4277,241 Marine Crescent,Newtown,Wellington,6021,NZ,Retail Assistant,Te Whatu Ora,160000,2012-10-11,Expired,Low,N,3,Credit Card;Savings;Term Deposit,24572.77,0,423,Wellington Central,Y,Y,Active
HB-10703,Individual,Miss,Jennifer,,Wang,,,1998-03-09,F,135-329-679,,jennifer.wang@outlook.com,022 323 4721,03 400 7412,"Unit 8, 80 Pohutukawa Crescent",St Clair,Dunedin,9012,NZ,Truck Driver,Te Whatu Ora,85000,2002-07-25,Pending,Low,N,1,Credit Card;Everyday;Personal Loan,12740.83,3500,941,Dunedin Central,Y,N,Active
HB-10612,Individual,Miss,Zoe,,Kennedy,,,1943-07-21,F,,,zoe.kennedy@gmail.com,022 101 7276,,"Unit 9, 116 Clyde Place",Takapuna,Auckland,0622,NZ,Sales Manager,Self,52000,2018-02-21,Verified,Low,N,3,Everyday;Term Deposit,4482.23,0,676,Auckland Central,Y,N,Active
HB-10671,Individual,Miss,Katherine,Paul,Rossi,,,1961-04-30,F,,,katherine.rossi@outlook.com,022 958 0975,,194 Tui Avenue,Otumoetai,Tauranga,3110,NZ,Self-employed,Air New Zealand,18000,2011-08-18,Pending,Low,N,1,Everyday;Home Loan,3008.08,195932.23,352,Tauranga Central,Y,N,Active
HB-10065,Individual,Dr,Grace,,Hughes,,,1997-09-16,F,135-915-760,,grace.hughes@outlook.com,022 659 3510,03 975 3071,95 Manuka Place,Riccarton,Christchurch,8011,NZ,Software Developer,Harbourview Aged Care Ltd,35000,2023-08-05,Expired,Low,N,3,Credit Card;KiwiSaver;Personal Loan;Savings,1870.79,0,795,Christchurch Central,Y,N,Active
HB-10829,Individual,Dr,Mohammed,,Johansson,,,1967-08-05,M,114-294-905,,mohammed.johansson@xtra.co.nz,022 944 1559,,"Unit 7, 219 Marine Crescent",Newtown,Wellington,6021,NZ,Public Servant,Countdown,110000,2002-06-27,Pending,Medium,N,1,Credit Card,32259.02,0,560,Wellington Central,N,N,Active
HB-10727,Individual,Mrs,Jessica,Paul,MacLeod,,,1948-09-10,F,136-902-876,,jessica.macleod@gmail.com,027 676 6175,,"Unit 1, 201 Nikau Crescent",St Clair,Dunedin,9012,NZ,Sales Manager,Southern Cross Freight Ltd,85000,2015-10-14,Verified,Low,N,5,Credit Card;Home Loan;KiwiSaver;Term Deposit,15852.59,338024.63,452,Dunedin Central,Y,Y,Active
HB-10356,Individual,Miss,Aroha,John,Parata,,,2001-06-28,F,,,,029 973 5687,04 581 7102,228 Rata Avenue,Miramar,Wellington,6022,NZ,Teacher,Fonterra,85000,2024-02-27,Verified,Medium,N,1,Everyday;Home Loan;Personal Loan;Savings;Term Deposit,771.64,767862.5,528,Wellington Central,Y,Y,Active
HB-10935,Individual,Miss,Zoe,,Young,,,1967-04-06,F,,,zoe.young@outlook.com,027 234 7463,07 732 8909,79 Ranui Street,Mount Maunganui,Tauranga,3116,NZ,Sales Manager,Kendrix Engineering Ltd,52000,2025-04-08,Verified,High,N,4,KiwiSaver;Savings;Term Deposit,7943.37,0,676,Tauranga Central,Y,Y,Active
HB-10253,Individual,Miss,Xin,,Smith,,,1998-09-28,F,133-289-852,,xin.smith@xtra.co.nz,022 151 6806,,"Unit 3, 42 Ranui Place",Hillcrest,Hamilton,3216,NZ,Public Servant,Air New Zealand,35000,2002-10-10,Verified,Low,N,2,Everyday,49068.39,0,829,Hamilton Central,Y,Y,Active
HB-11335,Business,,,,,Tūī Brewing Collective Limited,,,,116-153-314,9429695047423,accounts@tūībrewingcollecti.co.nz,022 610 7886,09 220 4142,"Unit 6, 137 Clyde Crescent",Henderson,Auckland,0612,NZ,,,8000000,2001-10-06,Verified,High,N,5,Equipment Finance;Merchant Services;Overdraft;Term Deposit,491726.76,0,,Auckland Business Centre,Y,Y,Active
HB-10327,Individual,Dr,Priya,Jane,Clarke,,,1950-12-26,F,126-128-988,,priya.clarke@outlook.com,022 250 2365,,192 Beach Avenue,Frankton,Hamilton,3204,NZ,Builder,Fletcher Building,160000,2001-08-16,Verified,Medium,N,4,Savings;Term Deposit,78834.98,0,402,Hamilton Central,N,Y,Active
HB-10879,Individual,Mr,William,,Faleolo,,,1991-11-29,M,105-045-208,,william.faleolo@outlook.com,027 207 1829,09 317 1564,141 Seaview Place,Remuera,Auckland,1050,NZ,Retired,Self,52000,1998-03-17,Verified,Low,N,1,KiwiSaver;Savings,21212.75,0,543,Auckland Central,Y,Y,Active
HB-11030,Individual,Ms,Jennifer,Jane,Te Rangi,,,1994-03-29,F,118-506-340,,jennifer.terangi@xtra.co.nz,022 874 1319,,44 Matai Terrace,Chartwell,Hamilton,3210,NZ,Self-employed,Countdown,35000,1999-11-02,Verified,Medium,N,4,Credit Card,23219.56,0,566,Hamilton Central,Y,Y,Active
HB-10203,Individual,Miss,Jennifer,,Wilson,,,2000-01-09,F,128-711-091,,jennifer.wilson@outlook.com,021 986 2356,,104 Hill Place,Remuera,Auckland,1050,NZ,Self-employed,Spark,85000,1996-12-14,Verified,Medium,N,3,Everyday;KiwiSaver;Personal Loan;Term Deposit,81805.39,0,709,Auckland Central,N,N,Active
HB-10389,Individual,Dr,Tane,Michael,Zhang,,,1953-02-09,M,135-096-860,,,022 984 1105,07 593 7853,166 Totara Road,Mount Maunganui,Tauranga,3116,NZ,Software Developer,Te Whatu Ora,68000,2004-10-25,Verified,Low,N,4,Everyday,86728.2,0,622,Tauranga Central,Y,Y,Active
HB-10221,Individual,Miss,Ananya,Lee,Ahmed,,,1988-05-25,F,136-422-722,,ananya.ahmed@gmail.com,022 731 2127,04 522 4592,118 Kereru Drive,Newtown,Wellington,6021,NZ,Software Developer,Auckland Council,35000,2011-09-26,Verified,Medium,N,2,Everyday;Savings;Term Deposit,6651.17,12000,575,Wellington Central,Y,N,Active
HB-10095,Individual,Miss,Olivia,Paul,Chen,,,1991-08-22,F,118-980-655,,olivia.chen@outlook.com,029 878 3348,,223 Station Road,Papamoa,Tauranga,3118,NZ,Chef,Spark,18000,2016-01-16,Verified,High,N,2,Everyday;KiwiSaver;Personal Loan;Savings,37406.68,3500,742,Tauranga Central,N,N,Active
HB-10632,Individual,Mr,Ethan,Ann,Wilson,,,1995-09-07,M,113-850-557,,ethan.wilson@gmail.com,029 374 5787,03 827 5849,"Unit 3, 240 Clyde Terrace",Riccarton,Christchurch,8011,NZ,Retail Assistant,Te Whatu Ora,18000,1997-11-24,Pending,Low,N,4,Personal Loan,55570.17,0,577,Christchurch Central,Y,Y,Active
HB-10067,Individual,Dr,Andrew,Paul,Brown,,,1973-08-21,M,126-758-324,,andrew.brown@xtra.co.nz,022 137 1318,03 266 4101,15 Rimu Street,Roslyn,Dunedin,9010,NZ,Farmer,Te Whatu Ora,160000,2004-05-14,Verified,Low,N,3,KiwiSaver;Personal Loan,30339.84,12000,687,Dunedin Central,Y,Y,Active
HB-10566,Individual,Mr,Peter,Jane,Anderson,,,1955-04-14,M,,,peter.anderson@gmail.com,022 108 4364,09 793 1121,82 Victoria Street,Papatoetoe,Auckland,2025,NZ,Sales Manager,Fletcher Building,0,2022-10-08,Verified,Low,N,3,Everyday;KiwiSaver;Term Deposit,44683.79,0,690,Auckland Central,Y,N,Active
HB-11026,Individual,Mr,Oliver,,White,,,1968-10-27,M,132-391-321,,oliver.white@outlook.com,021 884 6403,04 657 5344,195 Station Crescent,Johnsonville,Wellington,6037,NZ,Nurse,Spark,240000,2020-08-11,Expired,Low,N,1,Personal Loan;Term Deposit,122505.68,0,851,Wellington Central,Y,N,Active
HB-11119,Individual,Mr,Anthony,,Rossi,,,1969-02-10,M,111-579-024,,,022 860 4107,,186 Kauri Avenue,St Clair,Dunedin,9012,NZ,Public Servant,Self,68000,2016-01-26,Pending,Medium,N,2,Credit Card;Personal Loan;Savings,15801.7,12000,760,Dunedin Central,Y,N,Dormant
HB-10563,Individual,Mr,Hemi,John,Kim,,,1983-03-09,M,122-914-014,,hemi.kim@xtra.co.nz,021 898 4558,03 787 8015,164 Clyde Drive,Roslyn,Dunedin,9010,NZ,Engineer,Countdown,240000,2003-10-25,Verified,Low,N,2,Everyday;Savings;Term Deposit,116924.15,12000,419,Dunedin Central,Y,Y,Active
HB-10348,Individual,Dr,Arjun,Lee,Campbell,,,1968-06-06,M,113-846-708,,arjun.campbell@outlook.com,022 698 6918,09 515 1612,19 Hill Crescent,Onehunga,Auckland,1061,NZ,Builder,Auckland Council,35000,2001-04-17,Verified,High,N,4,Credit Card;Personal Loan,11503.97,12000,371,Auckland Central,Y,Y,Active
HB-10082,Individual,Mrs,Charlotte,John,Te Rangi,,,1941-03-09,F,123-391-953,,,021 418 3145,04 449 8025,190 Station Street,Newtown,Wellington,6021,NZ,Chef,Fletcher Building,35000,1999-01-22,Verified,Medium,N,4,Home Loan;Personal Loan;Savings,8062.75,377238.22,545,Wellington Central,Y,N,Deceased
HB-10288,Individual,Mrs,Ruby,Paul,Murray,,,1980-11-23,F,111-333-636,,ruby.murray@xtra.co.nz,027 312 7525,04 916 5656,"Unit 7, 132 Harbour Street",Newtown,Wellington,6021,NZ,Retired,Air New Zealand,52000,2020-02-26,Pending,Low,N,1,Credit Card;KiwiSaver;Term Deposit,15146.89,3500,493,Wellington Central,Y,Y,Active
HB-11371,Individual,Mr,Wiremu,,White,,,1953-03-07,M,,,,022 793 7674,,124 Harbour Avenue,Roslyn,Dunedin,9010,NZ,Truck Driver,Countdown,68000,2007-07-01,Verified,Medium,N,1,Everyday,30123.18,0,905,Dunedin Central,Y,Y,Active
HB-11071,Individual,Dr,Peter,James,MacLeod,,,1980-01-08,M,100-807-135,,peter.macleod@outlook.com,029 321 1646,,71 Clyde Road,Roslyn,Dunedin,9010,NZ,Electrician,Air New Zealand,68000,2005-01-15,Verified,High,N,1,KiwiSaver,4404.33,0,882,Dunedin Central,Y,N,Active
HB-10402,Individual,Miss,Lucy,,Reid,,,2001-12-06,F,119-725-889,,lucy.reid@gmail.com,027 336 2851,07 948 5053,122 Harbour Avenue,Otumoetai,Tauranga,3110,NZ,Unemployed,Self,160000,2000-05-15,Verified,Low,N,2,Everyday;Term Deposit,5565.24,0,608,Tauranga Central,Y,N,Active
HB-10904,Individual,Miss,Jennifer,Anne,Patel,,,1969-09-04,F,125-341-510,,jennifer.patel@outlook.com,027 414 6612,03 324 3612,"Unit 6, 159 Queen Street",St Clair,Dunedin,9012,NZ,Engineer,Air New Zealand,68000,2017-12-25,Expired,High,N,1,Everyday;KiwiSaver,1350.68,0,931,Dunedin Central,Y,N,Active
HB-11047,Individual,Ms,Emily,Marie,Li,,,1968-04-05,F,107-277-817,,,022 557 5198,,30 Ranui Place,Karori,Wellington,6012,NZ,Student,Harbourview Aged Care Ltd,35000,2009-10-09,Expired,Medium,N,1,Everyday;Term Deposit,97626.46,0,428,Wellington Central,Y,N,Active
HB-10230,Individual,Dr,Benjamin,,Murray,,,1956-10-02,M,,,benjamin.murray@outlook.com,029 784 8702,07 286 4977,"Unit 1, 109 Tui Road",Chartwell,Hamilton,3210,NZ,Engineer,Fletcher Building,68000,2003-02-14,Expired,Medium,N,1,Everyday,48894.96,3500,716,Hamilton Central,Y,N,Active
HB-11207,Business,,,,,Ironbark Demolition Limited,,,,138-598-175,9429936191245,accounts@ironbarkdemolition.co.nz,021 914 7746,04 240 2986,21 Ranui Terrace,Miramar,Wellington,6022,NZ,,,600000,2000-06-01,Verified,Medium,N,1,Business Credit Card;Equipment Finance;Merchant Services;Overdraft,179757.36,0,,Wellington Business Centre,Y,N,Active
HB-11370,Individual,Mr,Mateo,,Anderson,,,1978-03-04,M,,,,021 722 6025,,7 Tui Terrace,Karori,Wellington,6012,NZ,Farmer,Spark,68000,2003-07-28,Verified,Low,N,1,Everyday,4082.81,3500,527,Wellington Central,Y,N,Active
HB-10513,Individual,Mr,Ethan,,Ahmed,,,1998-12-20,M,,,ethan.ahmed@xtra.co.nz,022 284 6288,04 444 5246,"Unit 6, 195 Beach Crescent",Kelburn,Wellington,6012,NZ,Farmer,Harbourview Aged Care Ltd,52000,2016-02-28,Verified,Low,N,4,KiwiSaver;Personal Loan,37959.76,0,461,Wellington Central,Y,N,Active
HB-11062,Individual,Mr,Rawiri,,Rossi,,,2003-06-21,M,113-107-372,,rawiri.rossi@gmail.com,021 376 4661,,188 Matai Drive,Hillcrest,Hamilton,3216,NZ,Retired,Auckland Council,85000,2007-03-25,Expired,Low,N,3,Credit Card;Personal Loan;Savings;Term Deposit,208215.13,0,842,Hamilton Central,N,Y,Active
HB-10610,Individual,Dr,Hamish,Marie,Harris,,,1992-07-24,M,103-039-741,,hamish.harris@gmail.com,029 974 0682,,68 Great North Crescent,Newtown,Wellington,6021,NZ,Engineer,Countdown,52000,2004-08-27,Pending,Medium,N,2,Everyday;Personal Loan;Term Deposit,99770.29,3500,821,Wellington Central,N,N,Active
HB-11283,Business,,,,,Tasman Vineyards Limited,,,,135-450-288,,accounts@tasmanvineyards.co.nz,,03 261 3089,90 Tui Road,Roslyn,Dunedin,9010,NZ,,,3500000,2012-09-12,Verified,Low,N,4,Business Credit Card;Business Everyday;Business Savings;Equipment Finance,53476.44,1200000,,Dunedin Business Centre,Y,N,Active
HB-10231,Individual,Mrs,Losa,,Reid,,,1998-09-09,F,112-842-912,,,021 138 5201,07 308 7322,58 Seaview Avenue,Mount Maunganui,Tauranga,3116,NZ,Public Servant,Ministry of Education,52000,2005-01-13,Verified,Medium,N,5,Credit Card;Home Loan;Personal Loan,38196.17,235784.83,734,Tauranga Central,N,Y,Active
HB-10294,Individual,Dr,James,Grace,Li,,,1961-07-17,M,128-558-929,,james.li@gmail.com,029 285 5929,09 350 4592,119 Kowhai Terrace,Ponsonby,Auckland,1011,NZ,Nurse,Kendrix Engineering Ltd,0,2021-06-11,Verified,Low,N,2,KiwiSaver;Term Deposit,19447.54,3500,515,Auckland Central,Y,N,Active
HB-10619,Individual,Miss,Mele,Mei,Kim,,,1952-11-11,F,117-939-096,,mele.kim@gmail.com,021 936 2144,,173 Matai Avenue,Karori,Wellington,6012,NZ,Nurse,Harbourview Aged Care Ltd,18000,2024-08-25,Verified,Low,N,4,Home Loan;Term Deposit,95818.31,622101.27,880,Wellington Central,Y,N,Dormant
HB-11134,Individual,Mrs,Olivia,,Mitchell,,,1954-04-28,F,131-885-082,,olivia.mitchell@gmail.com,022 144 4970,,89 Clyde Avenue,Henderson,Auckland,0612,NZ,Chef,Ministry of Education,68000,2009-08-10,Expired,High,N,2,Credit Card;Everyday;Home Loan;KiwiSaver;Savings,7251.34,201216.18,427,Auckland Central,Y,N,Active
HB-10956,Individual,Dr,Benjamin,Michael,Taylor,,,1958-12-30,M,138-029-574,,benjamin.taylor@xtra.co.nz,029 363 3132,,202 Kauri Terrace,Mount Eden,Auckland,1024,NZ,Engineer,Kendrix Engineering Ltd,85000,2007-06-05,Verified,Low,N,4,Everyday;KiwiSaver;Savings;Term Deposit,8438.49,0,475,Auckland Central,Y,N,Deceased
HB-11151,Business,,,,,Kendrix Engineering Limited,Kendrix Eng,,,127-705-880,9429763289682,accounts@kendrixengineering.co.nz,021 529 1241,03 714 8058,"Unit 8, 115 Seaview Terrace",Mornington,Dunedin,9011,NZ,,,600000,2024-03-13,Pending,Medium,N,2,Business Credit Card;Business Savings;Equipment Finance;Overdraft,154574.82,1200000,,Dunedin Business Centre,Y,N,Active
HB-10085,Individual,Mr,David,,Scott,,,1974-01-08,M,117-222-610,,david.scott@gmail.com,022 915 2968,,"Unit 10, 169 Ranui Street",Kelburn,Wellington,6012,NZ,Software Developer,Auckland Council,68000,1996-03-25,Expired,Medium,N,4,Credit Card;Personal Loan;Savings;Term Deposit,24262.99,12000,608,Wellington Central,Y,Y,Active
HB-10746,Individual,Mrs,Xin,,Wilson,,,1947-08-22,F,101-630-413,,xin.wilson@gmail.com,021 196 7499,07 887 9228,74 Nikau Avenue,Otumoetai,Tauranga,3110,NZ,Unemployed,Southern Cross Freight Ltd,240000,2020-02-14,Verified,Medium,N,4,KiwiSaver,7909.32,12000,771,Tauranga Central,N,Y,Active
HB-10439,Individual,Dr,Ethan,,Rossi,,,1959-09-19,M,135-820-592,,ethan.rossi@outlook.com,029 404 6519,03 377 4964,69 Ranui Street,Riccarton,Christchurch,8011,NZ,Lawyer,Self,52000,2008-11-19,Verified,Low,N,4,Everyday;Personal Loan;Savings;Term Deposit,3536.05,0,841,Christchurch Central,Y,N,Active
HB-10841,Individual,Mrs,Mei,,Wilson,,,2005-03-13,F,123-048-146,,mei.wilson@gmail.com,022 265 5963,09 599 5707,133 Queen Road,Henderson,Auckland,0612,NZ,Software Developer,Countdown,85000,2013-02-12,Pending,Low,N,4,Credit Card;Home Loan;Personal Loan;Savings,9778.5,261332.99,560,Auckland Central,Y,N,Active
HB-11037,Individual,Dr,Anthony,,Brown,,,1955-10-16,M,114-450-199,,,021 418 4162,,46 Totara Crescent,Onehunga,Auckland,1061,NZ,Builder,Ministry of Education,0,1998-08-25,Verified,Low,N,1,Credit Card;KiwiSaver;Personal Loan,5983.6,12000,470,Auckland Central,Y,N,Active
HB-10342,Individual,Mr,Benjamin,,Taylor,,,1962-02-05,M,100-046-942,,benjamin.taylor@outlook.com,027 286 1786,,194 Station Avenue,Papanui,Christchurch,8053,NZ,Retired,Fletcher Building,160000,2025-04-23,Pending,Low,N,3,KiwiSaver,12665.84,3500,454,Christchurch Central,Y,Y,Dormant
HB-11199,Business,,,,,Matariki Early Learning Limited,,,,104-105-474,9429357186040,accounts@matarikiearlylearn.co.nz,,04 270 3205,118 Park Terrace,Karori,Wellington,6012,NZ,,,25000000,2024-09-21,Verified,High,N,4,Business Credit Card;Business Everyday;Business Savings;Merchant Services,33760.86,0,,Wellington Business Centre,Y,Y,Active
HB-11243,Business,,,,,Meridian Cleaning Services Limited,,,,103-556-145,,accounts@meridiancleaningse.co.nz,022 796 2542,03 679 3042,201 Tui Crescent,Roslyn,Dunedin,9010,NZ,,,600000,2011-12-06,Verified,Medium,N,2,Business Credit Card;Business Savings;Merchant Services;Overdraft,233095.5,0,,Dunedin Business Centre,Y,Y,Active
HB-10845,Individual,Mr,James,,Sharma,,,1940-03-17,M,116-060-295,,james.sharma@outlook.com,029 178 4354,,78 Totara Drive,Mount Eden,Auckland,1024,NZ,Student,Countdown,160000,1997-02-21,Pending,Low,N,3,Everyday;Home Loan,105386.87,363681.55,762,Auckland Central,Y,N,Dormant
HB-10501,Individual,Mr,Hemi,,O'Brien,,,1973-07-30,M,123-425-543,,hemi.obrien@outlook.com,029 588 3965,09 869 2629,232 Manuka Crescent,Ponsonby,Auckland,1011,NZ,Public Servant,Kendrix Engineering Ltd,35000,1995-02-05,Pending,Medium,N,1,Everyday;KiwiSaver;Personal Loan;Term Deposit,11385.19,0,625,Auckland Central,Y,N,Active
HB-11343,Business,,,,,Kea Couriers Limited,,,,133-207-488,,accounts@keacouriers.co.nz,,09 622 5982,"Unit 2, 235 Rata Road",Mount Eden,Auckland,1024,NZ,,,250000,2019-08-27,Pending,Low,N,1,Business Everyday;Business Savings;Overdraft,10727.58,0,,Auckland Business Centre,Y,Y,Active
HB-11013,Individual,Ms,Helen,,Robinson,,,1963-01-31,F,104-519-751,,helen.robinson@outlook.com,022 450 8887,,11 Church Street,Halswell,Christchurch,8025,NZ,Teacher,Spark,85000,2011-11-06,Expired,Medium,N,1,Credit Card;Home Loan;KiwiSaver,66814.47,860392.18,905,Christchurch Central,Y,Y,Dormant
HB-11085,Individual,Dr,Tane,Kahu,Taylor,,,1983-07-15,M,122-936-230,,,021 438 0408,04 401 1799,157 Kereru Crescent,Newtown,Wellington,6021,NZ,Accountant,Air New Zealand,52000,2014-06-30,Verified,Low,N,4,KiwiSaver;Savings,6500.3,3500,561,Wellington Central,Y,N,Active
HB-11326,Business,,,,,Waitematā Marine Services Limited,,,,136-062-383,9429348321478,accounts@waitematāmarineser.co.nz,,03 261 3724,83 Victoria Road,St Clair,Dunedin,9012,NZ,,,1200000,1996-07-01,Verified,High,N,1,Business Credit Card;Equipment Finance;Merchant Services;Term Deposit,23942.1,0,,Dunedin Business Centre,Y,N,Active
