customer_key,entity_type,full_name,first_name,middle_name,last_name,business_name,trading_name,other_names,date_of_birth,gender,tax_id,nzbn,street,suburb,city,postcode,email,all_emails,phones,customer_status,customer_since,kyc_verified,aml_risk,pep,num_accounts,total_deposits_nzd,total_lending_nzd,products,in_totara,in_harbourside,n_records,name_source,address_source,source_records,review_reasons
H:HB-10356,PERSON,Aroha John Parata,Aroha,John,Parata,,,,2001-06-28,F,,,228 Rata Avenue,Miramar,Wellington,6022,,,0299735687; 045817102,Active,2024-02-27,true,Medium,false,1,771.64,767862.50,Everyday; Home Loan; Personal Loan; Savings; Term Deposit,false,true,1,H:HB-10356,H:HB-10356,H:HB-10356,
H:HB-10360,PERSON,Katherine James Murray,Katherine,James,Murray,,,,1948-09-13,F,131189704,,189 Seaview Crescent,Newtown,Wellington,6021,,,0274396772,Active,2022-10-30,false,Medium,false,2,19919.34,3500.00,Credit Card; KiwiSaver; Personal Loan; Savings,false,true,1,H:HB-10360,H:HB-10360,H:HB-10360,
H:HB-10369,PERSON,Zoe Grace Walker,Zoe,Grace,Walker,,,,1994-12-14,F,119550801,,29 Totara Terrace,Hillcrest,Hamilton,3216,,,0218798812; 074894664,Active,2018-07-11,true,Low,false,5,67033.05,704542.52,Everyday; Home Loan; Personal Loan; Savings,false,true,1,H:HB-10369,H:HB-10369,H:HB-10369,
H:HB-10372,PERSON,Michael Grace Mitchell,Michael,Grace,Mitchell,,,,1976-02-24,M,101167003,,192 Totara Crescent,Takapuna,Auckland,0622,michael.mitchell@xtra.co.nz,michael.mitchell@xtra.co.nz,0221886776; 099919497,Active,2005-07-05,false,Medium,false,5,11854.78,12000.00,Personal Loan; Savings,false,true,1,H:HB-10372,H:HB-10372,H:HB-10372,
H:HB-10374,PERSON,Sione Rose Murray,Sione,Rose,Murray,,,,1940-03-23,M,130519435,,114 Victoria Avenue,Johnsonville,Wellington,6037,sione.murray@xtra.co.nz,sione.murray@xtra.co.nz,0215420304,Active,1997-12-23,true,Low,false,2,10427.78,0.00,KiwiSaver; Savings,false,true,1,H:HB-10374,H:HB-10374,H:HB-10374,
H:HB-10377,PERSON,Elizabeth Harris,Elizabeth,,Harris,,,,1947-05-28,F,,,173 Queen Street,Frankton,Hamilton,3204,elizabeth.harris@gmail.com,elizabeth.harris@gmail.com,0219423353,Active,2020-04-23,true,Low,false,3,9752.00,0.00,Personal Loan; Savings,false,true,1,H:HB-10377,H:HB-10377,H:HB-10377,
H:HB-10379,PERSON,Daniel Campbell,Daniel,,Campbell,,,,1998-04-22,M,131211256,,48 Marine Avenue,Frankton,Hamilton,3204,daniel.campbell@gmail.com,daniel.campbell@gmail.com,0297761132; 078112946,Active,2010-01-28,true,Medium,false,5,10302.79,0.00,KiwiSaver,false,true,1,H:HB-10379,H:HB-10379,H:HB-10379,
H:HB-10388,PERSON,William Wang,William,,Wang,,,,2000-07-23,M,104387447,,"Unit 11, 62 Albert Place",Johnsonville,Wellington,6037,,,0275798279; 044074822,Active,2000-08-02,false,Low,false,4,34864.36,0.00,Personal Loan; Savings; Term Deposit,false,true,1,H:HB-10388,H:HB-10388,H:HB-10388,
H:HB-10389,PERSON,Tane Michael Zhang,Tane,Michael,Zhang,,,,1953-02-09,M,135096860,,166 Totara Road,Mount Maunganui,Tauranga,3116,,,0229841105; 075937853,Active,2004-10-25,true,Low,false,4,86728.20,0.00,Everyday,false,true,1,H:HB-10389,H:HB-10389,H:HB-10389,
H:HB-10394,PERSON,Tevita Hughes,Tevita,,Hughes,,,,2005-05-12,M,,,166 Matai Crescent,Mount Eden,Auckland,1024,tevita.hughes@xtra.co.nz,tevita.hughes@xtra.co.nz,0213802700; 098013140,Active,2012-10-26,false,High,false,3,5111.34,0.00,Credit Card; KiwiSaver; Term Deposit,false,true,1,H:HB-10394,H:HB-10394,H:HB-10394,
H:HB-10402,PERSON,Lucy Reid,Lucy,,Reid,,,,2001-12-06,F,119725889,,122 Harbour Avenue,Otumoetai,Tauranga,3110,lucy.reid@gmail.com,lucy.reid@gmail.com,0273362851; 079485053,Active,2000-05-15,true,Low,false,2,5565.24,0.00,Everyday; Term Deposit,false,true,1,H:HB-10402,H:HB-10402,H:HB-10402,
H:HB-10408,PERSON,Christopher Williams,Christopher,,Williams,,,,1983-01-09,M,103489781,,"Unit 9, 177 Hill Terrace",Mount Eden,Auckland,1024,christopher.williams@xtra.co.nz,christopher.williams@xtra.co.nz,0223202618,Active,2003-10-13,false,High,false,2,14198.64,3500.00,KiwiSaver; Personal Loan; Term Deposit,false,true,1,H:HB-10408,H:HB-10408,H:HB-10408,
H:HB-10415,PERSON,Tane James Tuhiwai,Tane,James,Tuhiwai,,,,1989-12-20,M,102201119,,241 Marine Crescent,Newtown,Wellington,6021,tane.tuhiwai@outlook.com,tane.tuhiwai@outlook.com,0217475952; 049444277,Active,2012-10-11,false,Low,false,3,24572.77,0.00,Credit Card; Savings; Term Deposit,false,true,1,H:HB-10415,H:HB-10415,H:HB-10415,
H:HB-10416,PERSON,Andrew Grace Williams,Andrew,Grace,Williams,,,,1990-10-10,M,105980812,,"Unit 11, 166 Kowhai Road",Mount Maunganui,Tauranga,3116,andrew.williams@xtra.co.nz,andrew.williams@xtra.co.nz,0272449777; 076706156,Active,2010-02-20,true,Medium,false,5,11439.70,3500.00,Credit Card; KiwiSaver; Savings,false,true,1,H:HB-10416,H:HB-10416,H:HB-10416,
H:HB-10419,PERSON,Fiona Harris,Fiona,,Harris,,,,1997-01-10,F,121064577,,138 Manuka Avenue,Kelburn,Wellington,6012,fiona.harris@gmail.com,fiona.harris@gmail.com,0227498885,Active,2001-04-08,false,Low,false,4,13480.66,0.00,Personal Loan; Term Deposit,false,true,1,H:HB-10419,H:HB-10419,H:HB-10419,
H:HB-10421,PERSON,Sione Paul Johansson,Sione,Paul,Johansson,,,,1975-07-19,M,130291857,,236 Great North Avenue,Mornington,Dunedin,9011,sione.johansson@outlook.com,sione.johansson@outlook.com,0217863381,Active,2017-10-02,false,High,false,1,29353.22,3500.00,Credit Card; Everyday; Savings,false,true,1,H:HB-10421,H:HB-10421,H:HB-10421,
H:HB-10428,PERSON,Isla Taylor,Isla,,Taylor,,,,1969-10-28,F,130681045,,"Unit 5, 106 Marine Crescent",Papatoetoe,Auckland,2025,isla.taylor@xtra.co.nz,isla.taylor@xtra.co.nz,0298638546,Active,2020-06-16,false,Medium,false,2,46706.56,12000.00,Everyday; KiwiSaver; Personal Loan,false,true,1,H:HB-10428,H:HB-10428,H:HB-10428,
H:HB-10437,PERSON,Benjamin Jane Fonoti,Benjamin,Jane,Fonoti,,,,2005-09-02,M,124471646,,184 Great North Avenue,Halswell,Christchurch,8025,,,0226957032,Active,2002-04-02,true,Medium,false,1,11235.05,814380.44,Credit Card; Everyday; Home Loan; Personal Loan; Term Deposit,false,true,1,H:HB-10437,H:HB-10437,H:HB-10437,
H:HB-10439,PERSON,Ethan Rossi,Ethan,,Rossi,,,,1959-09-19,M,135820592,,69 Ranui Street,Riccarton,Christchurch,8011,ethan.rossi@outlook.com,ethan.rossi@outlook.com,0294046519; 033774964,Active,2008-11-19,true,Low,false,4,3536.05,0.00,Everyday; Personal Loan; Savings; Term Deposit,false,true,1,H:HB-10439,H:HB-10439,H:HB-10439,
H:HB-10440,PERSON,Hannah Reid,Hannah,,Reid,,,,1964-04-12,F,120152256,,"Unit 3, 6 Totara Drive",Newtown,Wellington,6021,hannah.reid@gmail.com,hannah.reid@gmail.com,0293556399,Active,2016-05-12,true,Low,false,1,81700.59,0.00,Credit Card; Everyday; Savings,false,true,1,H:HB-10440,H:HB-10440,H:HB-10440,
H:HB-10449,PERSON,William Reid,William,,Reid,,,,1980-03-07,M,125732768,,236 Pohutukawa Avenue,Hillcrest,Hamilton,3216,william.reid@xtra.co.nz,william.reid@xtra.co.nz,0223192752,Active,2013-03-18,true,Low,false,5,6373.31,0.00,Everyday; KiwiSaver; Personal Loan; Term Deposit,false,true,1,H:HB-10449,H:HB-10449,H:HB-10449,
H:HB-10457,PERSON,Jack Ngata,Jack,,Ngata,,,,1961-01-14,M,139408558,,32 Ranui Street,Riccarton,Christchurch,8011,jack.ngata@gmail.com,jack.ngata@gmail.com,0296836825; 035132872,Active,2004-08-23,false,Low,false,5,6558.66,878405.19,Everyday; Home Loan; Personal Loan; Term Deposit,false,true,1,H:HB-10457,H:HB-10457,H:HB-10457,
H:HB-10465,PERSON,William Walker,William,,Walker,,,,1978-04-12,M,111771728,,28 Kauri Street,Mornington,Dunedin,9011,william.walker@outlook.com,william.walker@outlook.com,0292699360; 035334074,Active,2008-06-03,true,High,false,4,9083.30,161214.18,Credit Card; Home Loan; KiwiSaver; Personal Loan; Savings,false,true,1,H:HB-10465,H:HB-10465,H:HB-10465,
H:HB-10474,PERSON,Priya Ngata,Priya,,Ngata,,,,1986-07-04,F,102363705,,236 Queen Terrace,Newtown,Wellington,6021,priya.ngata@xtra.co.nz,priya.ngata@xtra.co.nz,0276322863; 049028870,Active,2001-09-18,false,Low,false,1,7336.83,365301.87,Credit Card; Everyday; Home Loan; KiwiSaver; Term Deposit,false,true,1,H:HB-10474,H:HB-10474,H:HB-10474,
H:HB-10478,PERSON,Callum Murray,Callum,,Murray,,,,1990-12-11,M,132323451,,78 Seaview Avenue,Karori,Wellington,6012,,,0291410678; 043131949,Active,2023-07-17,true,High,false,2,65422.95,805918.43,Home Loan; KiwiSaver; Term Deposit,false,true,1,H:HB-10478,H:HB-10478,H:HB-10478,
H:HB-10485,PERSON,Elizabeth Anne Tuhiwai,Elizabeth,Anne,Tuhiwai,,,,1974-09-30,F,102869464,,45 Park Drive,Miramar,Wellington,6022,elizabeth.tuhiwai@xtra.co.nz,elizabeth.tuhiwai@xtra.co.nz,0226678448,Active,2025-01-01,false,Low,false,1,124002.13,0.00,Everyday; KiwiSaver,false,true,1,H:HB-10485,H:HB-10485,H:HB-10485,
H:HB-10489,PERSON,Jun Ann Johansson,Jun,Ann,Johansson,,,,2001-10-09,M,136884468,,"Unit 3, 223 Kauri Avenue",Papamoa,Tauranga,3118,jun.johansson@xtra.co.nz,jun.johansson@xtra.co.nz,0293246473; 079301219,Active,2022-06-06,true,Low,false,4,8398.95,0.00,Credit Card; KiwiSaver; Savings; Term Deposit,false,true,1,H:HB-10489,H:HB-10489,H:HB-10489,
H:HB-10495,PERSON,Olivia Mitchell,Olivia,,Mitchell,,,,1956-06-25,F,125862288,,238 Clyde Avenue,Hillcrest,Hamilton,3216,olivia.mitchell@gmail.com,olivia.mitchell@gmail.com,0223661189; 078802970,Active,2008-10-18,true,Medium,false,1,4000.74,3500.00,KiwiSaver; Savings; Term Deposit,false,true,1,H:HB-10495,H:HB-10495,H:HB-10495,
H:HB-10497,PERSON,Hannah Robinson,Hannah,,Robinson,,,,1954-03-16,F,114058832,,243 Seaview Road,Papamoa,Tauranga,3118,hannah.robinson@gmail.com,hannah.robinson@gmail.com,0222882767; 076613940,Active,2014-06-29,true,Medium,false,1,15230.13,3500.00,Credit Card; Everyday; Personal Loan; Savings,false,true,1,H:HB-10497,H:HB-10497,H:HB-10497,
H:HB-10498,PERSON,Helen Ahmed,Helen,,Ahmed,,,,1942-01-10,F,122563263,,143 Station Place,Otumoetai,Tauranga,3110,helen.ahmed@gmail.com,helen.ahmed@gmail.com,0228306610,Active,2019-04-16,true,Medium,false,3,17702.08,681778.47,Everyday; Home Loan,false,true,1,H:HB-10498,H:HB-10498,H:HB-10498,
H:HB-10499,PERSON,Jessica Stewart,Jessica,,Stewart,,,,1973-01-13,F,119857526,,217 Matai Road,Hillcrest,Hamilton,3216,jessica.stewart@xtra.co.nz,jessica.stewart@xtra.co.nz,0295740456; 075662978,Active,2006-06-28,true,Low,false,5,90682.15,12000.00,Credit Card; KiwiSaver,false,true,1,H:HB-10499,H:HB-10499,H:HB-10499,
H:HB-10501,PERSON,Hemi O'Brien,Hemi,,O'Brien,,,,1973-07-30,M,123425543,,232 Manuka Crescent,Ponsonby,Auckland,1011,hemi.obrien@outlook.com,hemi.obrien@outlook.com,0295883965; 098692629,Active,1995-02-05,false,Medium,false,1,11385.19,0.00,Everyday; KiwiSaver; Personal Loan; Term Deposit,false,true,1,H:HB-10501,H:HB-10501,H:HB-10501,
H:HB-10507,PERSON,William Taylor,William,,Taylor,,,,1942-06-18,M,101594485,,"Unit 11, 170 Kereru Terrace",Newtown,Wellington,6021,william.taylor@xtra.co.nz,william.taylor@xtra.co.nz,0275208104,Active,2019-04-20,false,Low,false,5,74469.04,12000.00,KiwiSaver; Savings,false,true,1,H:HB-10507,H:HB-10507,H:HB-10507,
H:HB-10510,PERSON,Wei Paul Tuhiwai,Wei,Paul,Tuhiwai,,,,1996-08-26,M,127754706,,182 Beach Crescent,St Clair,Dunedin,9012,wei.tuhiwai@gmail.com,wei.tuhiwai@gmail.com,0211634219,Active,1995-01-15,true,Low,false,3,7053.54,0.00,Credit Card; Everyday; Savings,false,true,1,H:HB-10510,H:HB-10510,H:HB-10510,
H:HB-10513,PERSON,Ethan Ahmed,Ethan,,Ahmed,,,,1998-12-20,M,,,"Unit 6, 195 Beach Crescent",Kelburn,Wellington,6012,ethan.ahmed@xtra.co.nz,ethan.ahmed@xtra.co.nz,0222846288; 044445246,Active,2016-02-28,true,Low,false,4,37959.76,0.00,KiwiSaver; Personal Loan,false,true,1,H:HB-10513,H:HB-10513,H:HB-10513,
H:HB-10522,PERSON,Kiri Kahu Pohatu,Kiri,Kahu,Pohatu,,,,1951-08-04,F,119085006,,217 Marine Drive,Newtown,Wellington,6021,kiri.pohatu@xtra.co.nz,kiri.pohatu@xtra.co.nz,0219714982,Active,2017-03-05,false,Low,false,5,131958.11,12000.00,KiwiSaver; Term Deposit,false,true,1,H:HB-10522,H:HB-10522,H:HB-10522,
H:HB-10531,PERSON,Nikolai Kennedy,Nikolai,,Kennedy,,,,2004-11-27,M,124198944,,25 Park Road,Kelburn,Wellington,6012,,,0229070716; 048918078,Active,2014-02-07,true,Medium,false,1,530.47,0.00,Everyday; KiwiSaver; Personal Loan; Term Deposit,false,true,1,H:HB-10531,H:HB-10531,H:HB-10531,
H:HB-10539,PERSON,Peter Thompson,Peter,,Thompson,,,,1993-05-26,M,107551054,,11 Hill Avenue,Mornington,Dunedin,9011,peter.thompson@xtra.co.nz,peter.thompson@xtra.co.nz,0293667212; 039266937,Active,1996-02-21,true,High,false,2,11669.22,3500.00,Credit Card; KiwiSaver; Savings,false,true,1,H:HB-10539,H:HB-10539,H:HB-10539,
H:HB-10543,PERSON,Katherine Li,Katherine,,Li,,,,1954-06-10,F,112336411,,66 Beach Place,Takapuna,Auckland,0622,,,0294615197; 097774089,Active,2008-02-07,true,Low,false,4,4891.30,0.00,Everyday; Personal Loan; Savings,false,true,1,H:HB-10543,H:HB-10543,H:HB-10543,
H:HB-10550,PERSON,Jun Anne Thompson,Jun,Anne,Thompson,,,,1954-01-22,M,120073432,,196 Clyde Avenue,Otumoetai,Tauranga,3110,jun.thompson@xtra.co.nz,jun.thompson@xtra.co.nz,0277035928; 073188191,Active,2008-10-03,true,High,false,2,8269.28,736096.73,Home Loan; KiwiSaver; Savings,false,true,1,H:HB-10550,H:HB-10550,H:HB-10550,
H:HB-10555,PERSON,Anthony Jane Parata,Anthony,Jane,Parata,,,,2006-03-14,M,105094226,,"Unit 4, 1 Nikau Terrace",Johnsonville,Wellington,6037,,,0213505820,Active,2018-06-25,true,Medium,false,5,85673.29,772217.47,Credit Card; Home Loan; KiwiSaver; Personal Loan; Term Deposit,false,true,1,H:HB-10555,H:HB-10555,H:HB-10555,
H:HB-10563,PERSON,Hemi John Kim,Hemi,John,Kim,,,,1983-03-09,M,122914014,,164 Clyde Drive,Roslyn,Dunedin,9010,hemi.kim@xtra.co.nz,hemi.kim@xtra.co.nz,0218984558; 037878015,Active,2003-10-25,true,Low,false,2,116924.15,12000.00,Everyday; Savings; Term Deposit,false,true,1,H:HB-10563,H:HB-10563,H:HB-10563,
H:HB-10566,PERSON,Peter Jane Anderson,Peter,Jane,Anderson,,,,1955-04-14,M,,,82 Victoria Street,Papatoetoe,Auckland,2025,peter.anderson@gmail.com,peter.anderson@gmail.com,0221084364; 097931121,Active,2022-10-08,true,Low,false,3,44683.79,0.00,Everyday; KiwiSaver; Term Deposit,false,true,1,H:HB-10566,H:HB-10566,H:HB-10566,
H:HB-10569,PERSON,Benjamin Mitchell,Benjamin,,Mitchell,,,Ben Mitchell,1960-10-19,M,101387187,,1 Nikau Drive,Ponsonby,Auckland,1011,benjamin.mitchell@outlook.com,benjamin.mitchell@outlook.com,0278697039; 099982407,Active,2014-07-31,true,Low,false,3,18648.95,7000.00,Everyday; KiwiSaver; Savings; Term Deposit,false,true,2,H:HB-10569,H:HB-10569,H:HB-10569; H:HB-11354,
H:HB-10575,PERSON,Mere Faleolo,Mere,,Faleolo,,,,1951-12-20,F,129875116,,68 Great North Avenue,Johnsonville,Wellington,6037,mere.faleolo@xtra.co.nz,mere.faleolo@xtra.co.nz,0218026922; 049951186,Active,2024-03-16,true,Low,false,2,32587.79,12000.00,Credit Card,false,true,1,H:HB-10575,H:HB-10575,H:HB-10575,
H:HB-10584,PERSON,Wei Reid,Wei,,Reid,,,,1969-02-19,M,118659182,,245 Tui Place,Halswell,Christchurch,8025,wei.reid@gmail.com,wei.reid@gmail.com,0223001649; 036252943,Dormant,1998-10-31,true,High,false,4,5205.55,3500.00,KiwiSaver; Savings,false,true,1,H:HB-10584,H:HB-10584,H:HB-10584,
H:HB-10585,PERSON,Leilani Michael MacLeod,Leilani,Michael,MacLeod,,,,1983-06-09,F,116039554,,231 Church Place,Riccarton,Christchurch,8011,,,0292699107; 036583522,Active,1996-05-15,true,Low,false,2,14298.67,0.00,Credit Card; Everyday; KiwiSaver; Personal Loan,false,true,1,H:HB-10585,H:HB-10585,H:HB-10585,
H:HB-10589,PERSON,Jessica Lee Harris,Jessica,Lee,Harris,,,,1942-02-26,F,137221197,,212 Seaview Place,Johnsonville,Wellington,6037,jessica.harris@outlook.com,jessica.harris@outlook.com,0211120843; 048945184,Active,2007-10-06,false,Low,false,1,264568.77,3500.00,Credit Card,false,true,1,H:HB-10589,H:HB-10589,H:HB-10589,
H:HB-10598,PERSON,Lucy Hughes,Lucy,,Hughes,,,,1997-03-03,F,102416606,,204 Park Crescent,Hillcrest,Hamilton,3216,lucy.hughes@xtra.co.nz,lucy.hughes@xtra.co.nz,0224466170,Active,2007-10-12,true,Low,false,1,11371.72,0.00,Term Deposit,false,true,1,H:HB-10598,H:HB-10598,H:HB-10598,
H:HB-10606,PERSON,Isla Li,Isla,,Li,,,,1962-08-29,F,134164853,,"Unit 5, 85 Seaview Road",Mornington,Dunedin,9011,isla.li@outlook.com,isla.li@outlook.com,0222478824,Active,2022-11-14,true,Low,false,5,78914.93,0.00,Credit Card; Everyday; KiwiSaver; Term Deposit,false,true,1,H:HB-10606,H:HB-10606,H:HB-10606,
H:HB-10610,PERSON,Hamish Marie Harris,Hamish,Marie,Harris,,,,1992-07-24,M,103039741,,68 Great North Crescent,Newtown,Wellington,6021,hamish.harris@gmail.com,hamish.harris@gmail.com,0299740682,Active,2004-08-27,false,Medium,false,2,99770.29,3500.00,Everyday; Personal Loan; Term Deposit,false,true,1,H:HB-10610,H:HB-10610,H:HB-10610,
H:HB-10612,PERSON,Zoe Kennedy,Zoe,,Kennedy,,,,1943-07-21,F,,,"Unit 9, 116 Clyde Place",Takapuna,Auckland,0622,zoe.kennedy@gmail.com,zoe.kennedy@gmail.com,0221017276,Active,2018-02-21,true,Low,false,3,4482.23,0.00,Everyday; Term Deposit,false,true,1,H:HB-10612,H:HB-10612,H:HB-10612,
H:HB-10619,PERSON,Mele Mei Kim,Mele,Mei,Kim,,,,1952-11-11,F,117939096,,173 Matai Avenue,Karori,Wellington,6012,mele.kim@gmail.com,mele.kim@gmail.com,0219362144,Dormant,2024-08-25,true,Low,false,4,95818.31,622101.27,Home Loan; Term Deposit,false,true,1,H:HB-10619,H:HB-10619,H:HB-10619,
H:HB-10623,PERSON,Losa John Wilson,Losa,John,Wilson,,,,1945-10-09,F,126032273,,115 Tui Place,Papamoa,Tauranga,3118,losa.wilson@xtra.co.nz,losa.wilson@xtra.co.nz,0227063005; 075787701,Active,2004-05-04,true,Low,false,5,46249.85,0.00,Credit Card; Everyday; KiwiSaver; Savings,false,true,1,H:HB-10623,H:HB-10623,H:HB-10623,
H:HB-10626,PERSON,Xin Sharma,Xin,,Sharma,,,,2004-02-13,F,132795139,,87 Station Place,Miramar,Wellington,6022,xin.sharma@xtra.co.nz,xin.sharma@xtra.co.nz,0272130098; 045582478,Active,2010-06-03,true,Medium,false,1,44690.00,479924.50,Credit Card; Everyday; Home Loan; KiwiSaver,false,true,1,H:HB-10626,H:HB-10626,H:HB-10626,
H:HB-10628,PERSON,Isla Lee Singh,Isla,Lee,Singh,,,,1956-02-06,F,104673569,,136 Matai Drive,Roslyn,Dunedin,9010,,,0221352944; 037355654,Active,2000-04-08,true,Low,false,2,18595.33,0.00,Term Deposit,false,true,1,H:HB-10628,H:HB-10628,H:HB-10628,
H:HB-10632,PERSON,Ethan Ann Wilson,Ethan,Ann,Wilson,,,,1995-09-07,M,113850557,,"Unit 3, 240 Clyde Terrace",Riccarton,Christchurch,8011,ethan.wilson@gmail.com,ethan.wilson@gmail.com,0293745787; 038275849,Active,1997-11-24,false,Low,false,4,55570.17,0.00,Personal Loan,false,true,1,H:HB-10632,H:HB-10632,H:HB-10632,
H:HB-10633,PERSON,Anna Kennedy,Anna,,Kennedy,,,,1964-09-27,F,134295203,,58 Seaview Road,Sumner,Christchurch,8081,,,0275817746; 033102224,Active,2004-07-26,true,Low,false,2,1605.34,0.00,Personal Loan,false,true,1,H:HB-10633,H:HB-10633,H:HB-10633,
H:HB-10636,PERSON,Zoe Nguyen,Zoe,,Nguyen,,,,1992-07-22,F,120690351,,52 Victoria Street,Papatoetoe,Auckland,2025,,,0214896120; 097961789,Active,2011-07-10,true,Medium,false,7,63697.50,0.00,Credit Card; Everyday; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10636,H:HB-10636,H:HB-10636; T:00400002,
H:HB-10637,PERSON,Mateo Anderson,Mateo,,Anderson,,,,1978-03-04,M,105397681,,7 Tui Terrace,Karori,Wellington,6012,mateo.anderson@outlook.com,mateo.anderson@outlook.com; mateo88@hotmail.com,0217226025,Active,1999-01-28,true,Medium,false,4,481941.87,134360.93,Credit Card; Everyday; Home Loan; Savings; Term Deposit,true,true,3,H:HB-10637,H:HB-10637,H:HB-10637; H:HB-11370; T:00400031,address differs (confirm current address)
H:HB-10640,PERSON,Aisha Ann Te Rangi,Aisha,Ann,Te Rangi,,,,1954-11-20,F,123930825,,211 Totara Crescent,Sumner,Christchurch,8081,aisha.terangi@gmail.com,aisha.terangi@gmail.com; aisha85@gmail.com,0278386995,Active,2002-05-02,true,Medium,false,4,46114.84,0.00,Credit Card; Everyday; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10640,H:HB-10640,H:HB-10640; T:00400040,
H:HB-10645,PERSON,Aroha Lee Wilson,Aroha,Lee,Wilson,,,,2006-12-12,F,102549812,,29 Kowhai Street,Mount Maunganui,Tauranga,3116,aroha.wilson@outlook.com,aroha.wilson@outlook.com; aroha22@hotmail.com,0222972166; 0273446690; 073587246,Active,2005-12-24,true,Medium,false,5,21801.37,0.00,Credit Card; KiwiSaver; Savings,true,true,2,H:HB-10645,H:HB-10645,H:HB-10645; T:00400061,address differs (confirm current address)
H:HB-10651,PERSON,James Williams,James,,Williams,,,James Willaims,1946-08-09,M,107596421,,153 Kowhai Terrace,St Clair,Dunedin,9012,james.williams@outlook.com,james.williams@outlook.com; james1@xtra.co.nz,0277915764; 0294683078; 034913559,Active,2011-11-04,false,High,false,4,143697.63,0.00,Credit Card; Everyday; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10651,H:HB-10651,H:HB-10651; T:00400081,last name differs (name change or typo); address differs (confirm current address)
H:HB-10657,PERSON,Sarah Parata,Sarah,,Parata,,,,1997-06-17,F,112594245,,129 Kauri Place,Johnsonville,Wellington,6037,sarah.parata@outlook.com,sarah.parata@outlook.com; sarah11@xtra.co.nz,0279604936; 044298820,Active,1996-09-21,true,Medium,false,4,140652.28,12000.00,Savings; Term Deposit,true,true,2,H:HB-10657,H:HB-10657,H:HB-10657; T:00400110,
H:HB-10662,PERSON,Ananya Paul Fonoti,Ananya,Paul,Fonoti,,,Ananya Young,1968-12-29,F,127534627,,26 Kereru Avenue,Mount Maunganui,Tauranga,3116,ananya.fonoti@gmail.com,ananya.fonoti@gmail.com; ananya74@gmail.com,0216624993; 072797477,Active,1994-05-30,false,High,false,5,6652.25,219112.28,Home Loan; Insurance; Personal Loan,true,true,2,H:HB-10662,H:HB-10662,H:HB-10662; T:00400120,last name differs (name change or typo)
H:HB-10671,PERSON,Katherine Paul Rossi,Katherine,Paul,Rossi,,,Kate Rossi,1961-04-30,F,,,194 Tui Avenue,Otumoetai,Tauranga,3110,katherine.rossi@outlook.com,kate86@xtra.co.nz; katherine.rossi@outlook.com,0229580975,Active,1992-08-22,false,Medium,false,5,23974.83,195932.23,Everyday; Home Loan; Personal Loan,true,true,2,H:HB-10671,H:HB-10671,H:HB-10671; T:00400138,
H:HB-10674,PERSON,Stephen Michael Williams,Stephen,Michael,Williams,,,Steve Williams,1974-02-25,M,109443716,,188 Matai Drive,Miramar,Wellington,6022,stephen.williams@gmail.com,stephen.williams@gmail.com; steve43@hotmail.com,0299537987,Active,2004-10-05,true,Medium,false,2,28603.85,0.00,Credit Card; Term Deposit,true,true,2,H:HB-10674,H:HB-10674,H:HB-10674; T:00400155,tax ID differs
H:HB-10678,PERSON,Rachel Chen,Rachel,,Chen,,,Rachel Harris,1948-06-16,F,121413063,,218 Albert Street,Takapuna,Auckland,0622,rachel.chen@gmail.com,rachel.chen@gmail.com,0275279483; 092286854,Active,2015-02-25,true,Medium,false,4,43757.38,12000.00,Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10678,H:HB-10678,H:HB-10678; T:00400160,last name differs (name change or typo)
H:HB-10680,PERSON,Charlotte James Van der Berg,Charlotte,James,Van der Berg,,,,1942-03-31,F,134005406,,56 Kowhai Drive,Newtown,Wellington,6021,charlotte.vanderberg@outlook.com,charlotte.vanderberg@outlook.com,0211899652,Active,1989-12-18,true,Low,false,4,10124.73,791143.38,Credit Card; Everyday; Home Loan; Personal Loan; Savings,true,true,2,H:HB-10680,H:HB-10680,H:HB-10680; T:00400176,
H:HB-10683,PERSON,Mateo Wang,Mateo,,Wang,,,,1947-07-26,M,124317923,,163 Tui Crescent,Otumoetai,Tauranga,3110,mateo.wang@gmail.com,mateo.wang@gmail.com,0295176504,Active,2017-01-23,true,Low,false,4,72790.61,0.00,Credit Card; Everyday; Insurance; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10683,H:HB-10683,H:HB-10683; T:00400187,address differs (confirm current address)
H:HB-10691,PERSON,Aisha Louise Taylor,Aisha,Louise,Taylor,,,,1989-04-06,F,120591774,,"Unit 4, 193 Tui Place",Frankton,Hamilton,3204,aisha.taylor@gmail.com,aisha.taylor@gmail.com; aisha26@gmail.com,0278718719; 0299229155,Active,1996-10-08,true,High,false,6,63877.47,747311.93,Credit Card; Home Loan; Insurance; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10691,H:HB-10691,H:HB-10691; T:00400212,address differs (confirm current address)
